"","Age","Market.Value","New.International.Reputation","New.Weak.Foot","New.Skill.Moves","Position","New.Height..CM.","New.Weight.lbs.","New.LS","New.LW","New.LF","NEW.LAM","New.LM","New.LCM","New.LWB","New.LDM","New.LB","New.LCB","New.Crossing","New.Finishing","New.HeadingAccuracy","New.ShortPassing","New.Volleys","New.Dribbling","New.Curve","New.FKAccuracy","New.LongPassing","New.BallControl","New.Acceleration","New.SpringSpeed","New.Agility","New.Reactions","New.Balance","New.ShotPower","New.Jumping","New.Stamina","New.Strength","New.LongShots","New.Aggression","New.Interceptions","New.Positioning","New.Vision","New.Penalties","New.Composure","New.Markiing","New.StandingTackle","New.SlidingTackle","New.GKDiving","New.GKHandling","New.GKKicking","New.GKPositioning","New.GKReflexes"
"3334",25,2.48490665,1,2,1,"GK",191,176,60,61,61,61,62,60,60,59,59,58,15,16,16,30,11,20,20,13,26,24,43,42,50,56,40,18,61,27,57,13,25,16,11,31,28,38,15,18,14,72,70,70,70,71
"3335",20,2.397895273,1,4,3,"CAM",173,154,66,72,70,70,71,64,58,53,55,47,65,70,43,69,51,74,56,52,54,72,88,83,62,53,77,55,54,61,49,61,48,33,66,68,62,51,41,41,37,11,6,13,11,8
"3336",28,4.007333185,1,3,2,"CB",193,185,55,52,53,55,55,62,67,73,69,77,51,39,78,74,44,40,51,42,61,67,43,51,47,68,36,56,75,61,84,42,79,77,33,49,52,70,70,80,75,11,15,12,9,12
"3337",22,1.609437912,1,2,1,"GK",193,198,60,61,61,61,62,60,60,59,59,58,15,19,15,31,13,17,13,14,25,21,42,41,35,54,41,24,55,26,70,15,24,22,13,36,22,53,20,13,14,70,69,64,70,72
"3338",30,3.295836866,1,2,1,"GK",188,187,60,61,61,61,62,60,60,59,59,58,9,9,9,16,9,8,8,19,15,21,41,42,32,68,45,21,61,31,81,8,41,25,21,72,16,62,11,8,9,71,72,73,75,76
"3339",23,2.833213344,1,2,2,"RCB",185,174,58,55,57,59,57,64,64,70,66,72,36,34,71,67,40,45,42,39,61,60,66,53,57,64,64,68,70,76,81,63,76,71,49,65,43,72,70,72,69,15,7,13,13,12
"3340",30,3.258096538,2,3,3,"LM",180,172,73,74,74,74,73,69,58,56,55,49,70,68,69,68,72,70,69,71,71,74,86,77,80,70,70,74,52,61,66,75,43,48,72,73,68,68,36,29,20,16,10,15,14,11
"3341",31,4.828313737,3,2,4,"CM",170,148,73,79,79,81,81,83,80,81,78,74,73,60,55,85,69,80,78,81,83,84,74,73,81,82,88,74,74,84,57,72,72,73,70,83,70,76,75,75,73,7,10,10,11,10
"3342",22,3.135494216,1,3,3,"RM",183,198,74,74,74,71,73,64,57,52,54,49,73,69,64,68,55,77,56,54,55,79,73,84,68,68,56,80,80,62,77,58,45,20,72,61,68,63,41,33,24,8,15,14,8,10
"3343",28,4.007333185,1,4,3,"LCM",173,161,71,76,75,77,77,78,75,75,73,70,76,61,55,81,69,78,77,72,77,79,74,68,74,76,81,72,66,78,65,73,72,67,73,75,59,73,70,69,69,15,15,7,10,12
"3344",30,3.258096538,1,2,2,"RCB",196,194,50,45,46,47,48,54,59,68,62,75,28,30,76,55,21,37,21,26,65,57,45,55,37,64,31,37,80,62,95,23,94,72,39,36,39,55,78,65,63,13,14,14,6,7
"3345",24,4.744932128,2,3,3,"RB",183,154,67,72,70,71,75,73,81,79,81,78,78,47,66,77,40,75,40,30,70,77,79,82,76,79,69,68,69,87,69,43,79,80,63,59,40,76,80,81,80,12,6,14,9,11
"3346",36,2.63905733,2,2,1,"GK",185,170,60,61,61,61,62,60,60,59,59,58,12,13,13,12,12,11,13,12,29,35,29,32,38,67,55,12,68,43,71,11,45,17,11,49,12,43,20,13,14,70,67,75,71,72
"3347",25,4.905274778,1,3,2,"LCB",193,220,66,62,66,67,65,72,72,79,73,83,44,43,87,77,41,70,38,46,72,76,39,53,52,79,58,68,74,68,89,45,84,78,60,60,44,79,81,84,81,14,16,9,14,9
"3348",31,2.890371758,1,3,4,"LM",168,161,72,76,74,74,75,68,62,59,59,55,70,69,58,70,61,74,67,73,64,75,89,89,89,72,75,73,77,73,61,67,80,21,69,68,77,71,55,46,33,11,11,11,11,11
"3349",28,4.317488114,3,3,4,"RDM",178,165,77,79,79,80,80,80,77,77,76,73,75,70,67,79,72,78,74,75,76,81,81,69,71,80,72,76,73,74,66,71,69,71,76,81,65,78,69,71,70,11,16,12,14,10
"3350",31,2.944438979,2,3,3,"CM",175,154,71,73,74,75,73,73,63,65,61,59,73,64,59,76,67,74,80,74,72,77,66,61,72,71,74,76,65,50,60,71,69,60,73,78,68,74,47,54,40,7,13,10,11,14
"3351",26,4.007333185,2,3,3,"CM",185,174,72,73,74,76,74,77,71,74,70,70,58,62,68,77,72,72,74,71,71,82,64,62,70,77,64,80,68,88,67,78,76,62,66,82,66,84,70,69,61,16,8,16,9,6
"3352",25,4.744932128,3,4,4,"CAM",178,161,75,80,79,81,80,81,76,76,73,69,77,64,55,83,69,83,74,67,78,83,73,69,81,73,77,76,64,79,68,72,60,72,77,81,66,82,57,70,62,6,15,8,8,8
"3353",26,2.397895273,1,3,2,"CB",185,165,45,42,43,44,45,50,59,63,63,70,14,14,68,53,11,44,21,20,54,51,61,70,59,61,63,49,73,64,68,38,67,68,20,23,42,67,74,74,71,11,8,7,9,12
"3354",24,2.197224577,1,3,3,"CDM",180,165,66,67,68,68,68,69,69,70,68,68,61,57,49,69,43,68,49,41,68,73,66,64,65,64,67,81,70,74,70,62,66,69,69,61,53,63,67,68,67,15,10,14,6,7
"3355",29,3.63758616,2,3,2,"RCB",188,174,54,52,54,57,56,65,65,74,67,75,39,29,72,73,41,54,59,75,71,64,35,37,46,72,54,53,62,74,86,36,87,76,47,50,44,69,67,75,74,8,12,11,6,9
"3356",23,3.465735903,1,3,2,"ST",183,174,74,67,71,70,67,66,50,55,48,51,49,76,78,73,65,65,59,49,59,74,40,54,60,73,41,78,74,72,85,64,87,25,78,64,62,68,24,26,23,6,12,13,15,9
"3357",26,3.433987204,1,3,2,"LCB",180,181,53,51,52,54,53,60,63,70,65,74,39,33,72,69,46,46,33,49,65,50,47,54,69,73,71,54,62,56,85,43,78,77,37,51,44,75,76,73,65,7,11,12,8,9
"3358",30,1.609437912,2,3,2,"RS",196,205,70,64,67,66,64,64,54,58,53,57,52,67,80,67,68,61,53,61,62,69,61,44,42,71,64,73,69,65,90,68,68,26,63,68,69,67,51,40,42,7,10,7,10,8
"3359",22,3.871201011,1,3,3,"RW",173,139,72,76,75,76,75,71,62,59,60,52,69,73,55,75,62,80,78,84,69,79,76,73,79,65,81,76,59,64,43,81,47,27,68,73,59,65,46,48,56,7,12,8,11,10
"3360",28,2.890371758,2,3,3,"RM",183,187,74,73,73,71,73,68,69,67,69,69,70,68,67,68,68,75,68,54,61,73,83,83,66,74,63,86,78,67,77,70,76,48,65,59,60,64,69,68,59,7,16,10,12,11
"3361",23,3.610917913,1,3,3,"LM",178,154,72,75,74,75,75,71,62,60,59,53,70,70,56,74,62,76,67,59,70,73,78,77,76,69,70,68,64,77,68,69,53,43,75,73,71,73,53,33,32,15,10,12,15,6
"3362",36,2.63905733,2,5,2,"CM",183,157,62,66,66,70,66,71,63,69,62,65,70,56,63,77,64,69,74,74,75,76,37,36,64,76,69,53,61,34,54,54,63,67,61,75,69,73,68,61,53,6,8,8,7,8
"3363",28,2.833213344,1,2,2,"CB",191,187,56,56,55,58,59,65,69,72,69,73,75,22,74,67,68,57,77,75,77,64,50,48,49,71,46,82,51,66,84,71,70,73,27,58,70,76,72,71,70,8,12,6,10,10
"3364",22,3.17805383,1,5,4,"RWB",175,154,70,75,74,75,76,74,75,73,74,71,73,54,63,74,57,80,62,40,73,78,84,82,81,69,75,61,68,75,69,61,76,68,75,70,50,72,66,71,70,11,12,8,9,7
"3365",22,3.761200116,1,3,2,"RCB",183,170,53,53,54,57,57,64,68,74,70,76,39,23,76,72,30,52,31,24,73,66,61,58,55,75,64,45,80,67,76,31,67,76,37,47,37,73,80,75,73,15,7,15,11,11
"3366",20,3.663561646,1,4,4,"CAM",178,159,69,76,74,76,76,71,59,57,56,46,77,70,43,75,62,74,72,75,78,76,77,80,77,69,64,68,55,63,53,71,47,27,69,76,62,73,40,35,32,15,15,13,12,11
"3367",24,1.945910149,1,2,2,"RB",185,159,56,61,58,57,63,58,69,64,70,67,62,32,55,60,27,60,52,31,52,62,90,90,70,60,66,55,80,78,65,37,63,66,53,39,39,54,68,68,65,6,14,15,9,10
"3368",32,4.007333185,2,3,3,"CDM",183,181,67,68,68,70,70,74,74,77,74,77,60,48,70,78,43,70,52,58,76,74,69,66,64,66,41,72,75,77,85,68,80,79,58,68,62,75,70,79,72,11,6,7,13,7
"3369",34,2.564949357,1,3,3,"CDM",178,174,64,65,66,69,67,72,67,71,66,68,63,45,64,81,58,66,62,59,74,70,52,49,64,71,65,70,66,69,74,58,76,64,62,74,64,73,60,65,64,10,9,8,11,9
"3370",29,2.564949357,1,2,3,"RB",165,137,63,68,66,67,69,67,72,68,72,67,68,50,43,67,39,66,60,57,63,68,85,85,79,62,87,68,89,81,56,67,61,69,65,56,64,70,64,72,72,13,14,6,16,16
"3371",24,4.17438727,1,4,1,"GK",188,187,60,61,61,61,62,60,60,59,59,58,16,14,17,33,15,19,14,15,35,25,33,48,35,65,50,25,70,24,65,19,21,25,15,58,19,58,15,18,18,79,81,78,77,75
"3372",28,3.555348061,1,5,3,"CM",175,154,70,71,72,74,72,76,71,75,70,71,62,66,53,80,63,69,64,70,77,75,65,58,71,72,75,76,68,71,69,73,86,70,69,73,68,73,64,74,67,7,7,11,10,8
"3373",25,2.564949357,1,3,3,"RB",185,163,68,71,69,70,72,70,72,68,71,66,79,54,66,72,60,72,75,76,70,68,75,78,68,62,53,74,59,80,70,74,51,64,68,64,68,61,59,66,71,10,12,9,6,10
"3374",33,2.397895273,1,3,3,"LS",170,139,71,73,73,73,72,69,59,58,57,52,62,68,62,72,71,71,66,49,66,69,72,80,90,75,77,71,62,69,48,67,67,36,74,72,67,72,32,52,32,6,13,13,16,16
"3375",32,4.007333185,3,3,2,"CB",183,176,66,63,63,64,64,68,72,75,73,79,63,52,81,80,56,55,61,64,78,64,67,64,61,70,56,78,90,52,79,68,77,73,41,51,62,72,72,79,80,9,10,7,11,15
"3376",32,3.295836866,2,4,3,"CAM",185,170,71,73,73,74,74,75,68,68,66,64,76,66,67,78,64,71,70,73,71,73,60,62,66,74,62,70,75,76,69,71,70,59,74,80,67,73,35,65,59,12,15,11,7,6
"3377",28,2.772588722,1,3,3,"LB",180,163,65,66,66,66,69,69,73,72,73,73,65,42,66,71,52,70,61,48,67,71,70,71,65,72,68,63,90,78,77,40,73,72,68,57,56,71,61,76,75,15,14,13,11,6
"3378",30,1.791759469,2,3,3,"ST",173,181,70,69,69,67,68,61,54,51,52,50,64,70,69,62,66,68,46,58,46,67,77,72,69,69,79,68,74,68,62,61,75,22,69,62,68,68,39,35,28,11,15,9,9,16
"3379",30,2.944438979,1,3,2,"LCB",191,170,53,49,50,51,52,58,62,68,63,72,59,39,74,60,47,45,61,55,64,51,33,34,38,64,33,58,43,59,94,35,76,70,40,54,61,63,75,70,71,9,14,10,14,10
"3380",29,3.784189634,2,4,3,"CAM",183,174,75,76,76,76,75,74,68,68,66,63,72,73,65,75,80,80,76,69,71,78,73,62,76,73,75,80,77,72,64,77,54,59,73,72,74,69,57,61,48,11,14,10,15,9
"3381",27,4.317488114,2,4,3,"ST",183,172,80,76,78,75,74,69,57,57,54,53,64,79,82,72,74,75,72,73,60,78,72,75,73,80,66,83,80,73,74,75,75,31,81,61,82,77,33,34,15,12,14,12,12,9
"3382",33,2.397895273,1,3,3,"LDM",185,154,66,68,68,70,69,70,63,65,61,59,77,62,52,70,60,65,78,75,74,72,55,53,66,63,60,79,51,64,67,73,53,49,65,77,65,66,66,62,40,8,8,7,9,6
"3383",22,3.044522438,1,2,2,"CB",188,176,59,58,59,60,61,64,68,71,68,73,57,47,68,69,50,62,33,40,60,67,52,44,53,70,50,55,72,70,75,30,76,71,48,56,53,67,71,75,70,10,14,6,10,5
"3384",28,3.663561646,1,3,3,"LB",178,143,62,70,67,68,73,70,77,73,76,70,74,38,49,73,33,74,72,54,64,73,89,81,82,75,73,60,60,91,64,46,71,68,58,59,25,73,72,74,71,6,11,12,11,12
"3385",34,3.091042453,2,4,4,"CAM",173,157,66,72,72,74,71,69,59,58,56,50,67,57,43,78,71,78,76,78,70,75,68,67,70,63,86,72,61,41,43,68,66,39,69,78,69,81,38,34,57,15,14,7,7,12
"3386",28,2.63905733,1,4,3,"CAM",180,174,72,72,72,72,72,69,60,59,57,54,73,66,63,71,75,71,57,63,68,71,74,76,70,71,72,77,78,71,69,71,68,49,70,67,54,76,38,38,24,12,16,12,8,8
"3387",24,2.833213344,1,3,3,"ST",188,174,73,68,70,66,67,61,53,50,51,49,61,73,72,63,73,64,72,67,42,71,64,68,63,74,62,74,71,66,74,66,55,29,74,53,49,65,27,35,22,6,12,7,12,16
"3388",22,2.397895273,1,3,3,"RB",175,154,64,71,68,69,71,68,72,68,71,66,71,53,48,70,58,73,70,62,58,73,84,78,84,67,82,64,79,77,51,52,70,66,62,63,59,67,65,68,66,13,12,6,7,13
"3389",24,4.17438727,1,3,3,"CDM",178,157,60,65,64,67,69,71,77,79,77,79,59,30,59,78,22,66,31,31,65,69,76,71,75,77,73,53,78,93,77,39,84,80,60,65,32,76,85,81,73,13,14,13,15,16
"3390",22,1.609437912,1,3,2,"ST",193,165,69,65,65,62,63,58,56,53,55,55,63,68,75,50,71,67,54,43,48,61,62,69,65,67,55,76,67,66,75,61,66,44,66,55,61,59,38,41,43,12,11,16,13,8
"3391",23,0.693147181,1,3,3,"LM",175,139,66,70,68,68,69,62,58,54,56,51,68,59,49,67,60,73,53,40,53,68,83,80,85,57,75,66,69,59,61,55,55,33,68,63,60,64,42,45,38,7,13,16,12,9
"3392",24,4.744932128,2,4,4,"RM",170,148,75,82,80,81,81,75,66,62,61,50,79,74,40,78,73,84,77,75,74,83,85,84,90,79,82,78,50,79,45,82,63,38,77,75,70,79,63,29,29,11,12,6,8,11
"3393",34,1.791759469,1,3,1,"GK",183,179,60,61,61,61,62,60,60,59,59,58,12,12,14,27,10,14,15,15,24,20,42,40,53,66,44,20,75,26,62,15,26,9,7,28,21,44,8,12,11,69,68,64,67,70
"3394",23,3.295836866,1,3,3,"CDM",178,174,70,71,72,72,72,73,73,75,73,74,62,55,62,73,55,72,67,65,72,73,72,69,76,70,69,78,68,79,76,73,79,74,74,67,53,76,70,75,71,6,14,8,7,15
"3395",20,1.386294361,1,3,3,"LM",155,128,63,69,68,69,69,65,58,54,56,46,63,58,47,73,51,73,63,45,65,70,83,71,70,65,94,65,62,51,28,60,42,26,57,67,57,65,44,40,51,13,8,7,12,6
"3396",32,3.36729583,2,4,3,"RM",175,170,72,75,75,75,75,73,70,69,68,65,75,67,48,76,76,76,75,67,65,77,69,69,74,77,76,76,63,65,70,68,62,60,72,75,70,82,65,59,63,14,8,9,13,15
"3397",31,4.060443011,3,4,3,"ST",185,176,78,73,76,74,72,70,59,60,58,58,56,73,84,70,75,71,70,46,58,75,72,67,72,73,58,81,77,75,85,72,75,47,76,70,70,73,12,47,33,15,5,12,14,14
"3398",33,2.397895273,1,3,2,"LCB",180,176,47,42,43,44,44,50,58,64,61,70,25,25,71,53,23,38,29,27,61,52,46,62,45,62,61,55,67,51,75,25,75,75,21,29,60,64,67,70,68,11,12,12,14,13
"3399",26,3.663561646,1,4,3,"LM",175,139,69,75,74,75,76,70,61,57,57,46,68,71,47,73,68,79,72,69,69,73,82,81,85,70,84,70,73,83,31,69,69,35,70,70,68,71,41,27,34,9,15,12,11,7
"3400",27,3.850147602,1,4,3,"RCM",183,157,74,75,75,75,76,76,75,75,74,72,68,73,67,77,50,73,63,63,76,77,76,74,70,70,72,75,75,92,75,71,72,70,71,71,68,74,64,70,69,16,13,16,7,14
"3401",25,4.17438727,2,4,4,"RDM",180,165,72,77,76,79,78,78,74,74,71,67,77,62,50,83,72,78,83,77,78,80,71,72,88,73,79,80,72,76,62,76,75,66,74,80,78,82,60,65,64,7,10,9,15,13
"3402",36,2.397895273,1,3,3,"CAM",178,161,65,69,68,71,69,71,64,66,61,61,77,61,47,75,62,70,76,75,73,75,55,45,64,63,63,71,68,52,67,73,64,62,64,76,63,59,59,51,53,7,10,15,9,7
"3403",21,2.890371758,1,3,3,"RB",185,154,58,62,60,60,64,64,72,71,72,73,62,23,65,70,36,66,42,30,63,73,75,75,71,65,66,58,73,76,69,57,77,74,54,31,42,62,70,73,71,7,15,9,10,15
"3404",26,3.044522438,1,3,3,"CAM",173,139,67,72,71,72,72,67,58,56,55,47,67,66,46,71,61,73,63,61,67,71,76,78,79,69,76,68,68,62,38,64,56,42,68,72,65,71,48,29,27,13,15,13,11,11
"3405",27,3.218875825,1,3,2,"RCB",188,176,49,50,49,51,53,57,65,68,67,74,47,22,72,53,18,54,49,35,59,58,54,61,56,68,54,54,82,74,86,23,79,72,23,53,25,58,72,72,72,8,10,12,13,16
"3406",32,2.079441542,1,3,2,"RCM",183,170,54,54,55,58,58,64,66,69,66,69,56,23,57,67,41,45,64,62,59,60,45,50,59,71,74,60,72,87,79,54,82,63,57,63,50,63,72,66,64,7,6,11,8,7
"3407",33,4.442651256,3,2,2,"LCB",191,179,55,51,51,52,54,60,69,74,72,81,39,35,83,68,43,46,33,27,67,57,49,62,49,72,52,46,73,76,86,35,82,79,33,28,39,71,77,82,78,15,5,7,6,11
"3408",34,3.496507561,1,3,3,"RCM",188,172,72,70,73,74,70,75,69,74,69,74,62,64,77,78,69,71,65,57,73,75,51,52,57,78,52,75,69,54,78,73,75,76,72,77,66,82,72,71,59,12,6,16,7,16
"3409",28,3.850147602,1,2,2,"CB",183,163,48,48,47,50,52,57,67,71,70,77,37,24,77,63,28,44,27,27,64,55,66,64,64,71,68,35,90,66,71,22,73,79,20,43,35,70,82,79,74,6,16,6,10,8
"3410",26,4.317488114,3,2,3,"CM",173,150,73,78,78,80,79,80,73,75,71,68,73,62,58,84,64,81,77,71,80,82,68,63,76,76,83,74,66,68,60,72,81,61,77,81,65,80,62,64,65,6,15,15,9,11
"3411",24,2.397895273,1,3,3,"ST",188,176,71,66,67,63,64,55,49,46,47,47,43,68,67,56,57,65,50,50,43,67,91,87,66,65,60,75,90,65,85,52,75,15,65,46,55,64,40,18,16,9,11,8,11,8
"3412",31,2.63905733,1,3,3,"ST",183,172,72,67,70,69,66,65,53,56,51,53,45,71,75,67,65,67,59,57,57,68,61,60,64,75,69,74,74,69,71,66,73,41,73,65,63,71,41,31,21,12,12,8,11,10
"3413",34,3.465735903,1,4,4,"CAM",170,148,68,73,73,74,72,69,57,54,53,43,59,72,47,75,69,75,68,64,60,75,68,66,76,74,85,60,48,67,44,63,41,43,68,76,73,79,17,32,30,10,11,12,11,13
"3414",29,3.218875825,1,3,3,"ST",170,139,74,73,74,73,73,70,65,62,64,59,60,71,74,69,69,72,69,55,67,72,83,82,85,71,84,74,92,78,65,65,50,50,72,70,69,68,39,49,54,7,10,6,7,14
"3415",25,3.63758616,2,4,3,"LM",180,165,72,76,75,75,76,69,57,55,53,45,71,65,43,73,67,80,74,69,66,76,84,84,79,75,75,75,49,72,73,69,70,28,71,66,68,68,32,25,15,15,9,9,8,6
"3416",25,4.65396035,2,3,1,"GK",196,207,60,61,61,61,62,60,60,59,59,58,20,19,14,41,16,12,16,16,32,22,54,52,53,77,58,25,59,28,80,14,26,23,17,34,25,64,11,18,12,83,78,70,77,84
"3417",26,2.302585093,1,3,3,"LDM",183,165,62,61,63,64,62,68,66,70,65,69,44,50,67,76,43,63,67,57,66,66,56,50,68,67,74,79,72,80,69,60,73,68,46,62,53,64,69,64,61,10,14,13,10,15
"3418",26,3.36729583,2,3,3,"ST",188,187,75,72,73,71,71,67,58,58,56,56,67,75,73,68,74,70,64,62,59,72,65,72,63,73,59,76,75,69,84,68,80,35,75,65,66,72,25,42,40,9,13,9,9,16
"3419",30,4.976733742,1,4,2,"RCM",175,154,69,73,73,75,76,79,81,82,82,80,61,53,70,82,57,77,54,57,78,76,80,81,72,80,80,60,43,93,68,59,75,82,58,77,77,81,83,86,80,15,14,14,10,9
"3420",30,3.465735903,2,4,3,"CDM",180,165,67,69,68,70,71,73,75,75,74,74,73,46,62,73,60,67,65,41,72,70,67,74,66,73,65,78,71,81,74,73,77,76,63,70,51,74,72,72,72,14,13,7,15,11
"3421",24,1.945910149,1,2,3,"RB",183,165,60,64,63,63,67,65,70,66,69,65,68,38,60,68,39,67,52,43,60,68,68,83,70,65,54,59,55,83,60,40,64,60,59,56,45,60,60,65,67,9,9,12,11,7
"3422",24,2.708050201,1,3,3,"RM",175,154,69,72,71,69,72,61,58,51,55,48,66,69,52,62,42,70,63,38,48,69,94,94,79,63,75,72,90,80,60,60,56,23,70,62,56,64,59,24,23,13,13,15,11,13
"3423",32,3.465735903,1,3,3,"RCM",178,172,67,67,67,68,68,70,72,74,72,74,55,59,67,75,68,71,51,42,68,69,68,69,63,63,74,67,62,81,70,61,89,75,59,63,69,73,74,70,77,15,7,9,8,10
"3424",24,1.386294361,1,3,1,"GK",188,176,60,61,61,61,62,60,60,59,59,58,16,13,10,21,15,13,19,19,20,24,44,35,50,63,54,22,65,38,67,18,34,16,13,60,24,61,14,10,12,70,69,64,66,70
"3425",23,2.63905733,1,4,2,"ST",173,157,71,68,69,66,65,58,49,46,47,43,38,76,61,61,63,61,42,33,36,63,88,83,82,70,83,68,82,77,68,63,51,22,74,56,64,77,20,25,15,7,14,6,10,8
"3426",28,2.48490665,1,4,3,"CM",178,161,67,69,69,70,71,70,68,67,67,63,66,59,58,70,64,65,72,64,68,67,75,70,73,74,68,63,73,83,66,61,64,62,70,73,72,64,57,58,55,12,15,10,13,13
"3427",30,2.197224577,2,4,2,"CB",188,176,62,62,62,63,62,65,66,68,66,70,66,48,64,62,51,63,44,67,67,63,51,55,63,68,55,74,53,53,73,62,74,68,56,66,56,66,68,73,70,13,6,14,7,9
"3428",26,3.526360525,1,3,3,"RM",183,174,71,74,74,75,75,73,64,62,60,53,65,72,40,74,64,71,69,64,69,74,72,74,76,76,63,75,48,88,64,74,68,38,73,77,63,77,43,43,46,12,7,9,10,7
"3429",25,2.890371758,1,2,2,"CB",191,185,55,54,55,57,56,61,63,69,65,72,49,29,73,67,23,51,27,31,64,62,52,40,55,69,56,61,59,52,78,34,71,70,52,55,42,59,72,73,71,6,14,8,9,9
"3430",20,3.737669618,1,3,2,"CB",193,172,57,55,57,58,58,62,69,73,71,77,35,33,78,71,18,49,34,31,59,70,63,74,64,75,60,62,68,64,77,35,69,78,35,46,38,70,77,79,71,6,10,10,9,14
"3431",31,3.135494216,2,4,3,"RS",188,181,74,70,72,70,68,64,53,53,50,51,58,75,75,69,71,69,57,57,55,71,64,61,67,67,58,80,70,66,79,71,71,24,73,65,76,68,48,24,23,8,8,9,12,15
"3432",26,3.784189634,2,3,4,"LCM",180,172,74,75,75,76,76,77,75,76,74,72,68,65,64,80,68,75,70,66,74,77,73,76,74,75,75,81,67,84,74,74,81,67,69,74,68,74,69,71,67,14,7,12,9,16
"3433",22,2.890371758,1,2,3,"ST",193,176,72,66,69,64,64,57,48,46,46,46,44,72,76,58,66,66,44,44,38,68,68,67,58,70,44,74,72,64,76,58,66,26,77,50,62,68,20,22,18,10,15,15,9,14
"3434",22,4.65396035,2,3,1,"GK",188,205,60,61,61,61,62,60,60,59,59,58,15,12,20,33,13,26,30,17,26,38,64,62,68,78,53,21,80,39,67,17,29,15,11,62,27,57,12,18,14,83,79,85,75,80
"3435",33,4.317488114,2,3,4,"CAM",178,185,77,79,79,79,79,74,62,61,59,53,80,73,65,77,69,78,80,75,73,79,84,84,75,77,66,75,76,69,78,72,73,39,75,80,79,80,17,43,29,15,12,5,12,15
"3436",19,3.258096538,1,3,3,"CDM",170,141,63,68,67,70,70,72,73,74,73,72,65,47,55,75,48,69,54,55,74,73,73,72,80,68,79,61,59,69,64,55,68,76,57,72,49,64,70,75,77,14,11,8,13,9
"3437",34,1.945910149,2,4,3,"CAM",178,165,70,70,70,70,69,69,64,64,62,61,69,65,63,68,64,67,60,61,61,69,63,67,67,71,71,73,71,74,70,72,78,60,71,69,66,62,43,53,48,13,7,9,15,15
"3438",26,2.079441542,1,3,2,"CDM",183,168,61,58,60,62,60,66,65,70,66,69,41,42,64,72,61,49,52,56,72,58,66,64,68,67,63,75,71,73,72,60,68,66,55,64,49,74,68,70,68,13,13,7,8,11
"3439",32,4.65396035,3,2,1,"GK",191,163,60,61,61,61,62,60,60,59,59,58,15,10,12,44,10,25,14,10,47,23,60,62,68,76,62,25,84,45,68,10,32,23,13,58,24,53,12,16,16,81,75,75,81,83
"3440",22,3.091042453,1,3,4,"RM",178,165,71,78,75,77,78,75,75,73,73,68,80,69,47,77,67,81,77,69,75,81,87,83,83,67,77,72,56,73,66,70,65,70,62,75,67,75,72,65,63,8,13,11,8,8
"3441",27,2.944438979,1,2,3,"RM",180,154,68,73,72,73,73,68,55,54,50,43,73,71,43,68,43,72,74,69,70,78,70,67,77,68,69,66,48,62,61,68,49,29,71,74,64,66,39,26,16,14,14,13,6,8
"3442",23,1.098612289,1,3,2,"LCB",175,159,60,61,61,62,63,65,68,70,67,69,54,48,50,70,49,59,46,50,69,63,69,75,66,67,72,63,78,75,75,59,80,69,47,53,45,59,72,67,59,12,11,9,12,9
"3443",23,5.164785974,2,4,4,"CM",173,141,75,81,81,84,81,83,75,78,72,68,62,74,42,88,71,88,64,70,78,88,78,60,89,82,90,76,53,82,58,73,78,75,74,81,58,79,68,62,61,7,14,15,14,9
"3444",28,3.891820298,2,3,3,"LB",180,176,69,69,67,67,70,69,77,75,78,77,79,56,72,70,59,66,77,55,68,74,78,77,73,72,71,78,85,82,77,77,85,69,49,48,59,75,74,78,83,12,13,9,8,11
"3445",32,2.708050201,1,3,1,"GK",183,172,60,61,61,61,62,60,60,59,59,58,12,8,11,17,9,8,14,10,28,12,34,32,34,73,46,15,59,45,68,6,26,12,12,25,15,26,29,12,14,71,72,75,70,70
"3446",23,2.944438979,1,3,3,"ST",173,157,72,73,73,72,72,66,57,52,53,45,59,73,59,63,67,77,64,54,56,70,77,75,86,73,89,72,74,81,60,69,39,42,76,67,69,66,23,26,27,8,9,7,14,16
"3447",28,2.397895273,1,3,2,"LDM",185,170,65,67,67,69,68,71,68,71,66,67,70,62,51,72,65,64,69,63,74,70,53,53,70,69,65,70,56,70,73,69,74,69,61,71,57,71,69,64,57,7,6,14,10,15
"3448",18,1.945910149,1,3,3,"LM",185,146,69,68,69,67,67,59,51,47,49,44,55,70,67,61,62,69,63,41,55,66,83,83,75,59,69,70,67,59,59,66,48,22,65,60,60,66,30,26,24,7,9,12,15,14
"3449",29,2.564949357,1,3,3,"ST",185,183,72,72,73,72,71,67,59,58,57,54,63,69,56,68,67,72,65,60,56,73,69,72,67,70,62,76,34,66,81,69,60,33,74,71,70,74,52,42,37,6,15,16,7,6
"3450",32,4.65396035,2,2,3,"RM",180,183,76,78,78,78,79,79,82,81,81,80,79,60,62,81,64,80,70,66,72,81,82,85,72,82,78,85,69,79,79,66,80,82,73,71,55,82,77,82,79,16,11,10,7,7
"3451",28,1.791759469,1,2,2,"LB",183,179,64,61,61,59,61,61,68,67,70,72,58,54,76,54,46,54,59,57,56,63,68,74,67,72,46,64,74,75,90,55,70,76,53,52,52,63,60,68,71,10,8,7,7,10
"3452",27,4.17438727,2,4,3,"RS",188,194,79,70,74,68,68,60,52,51,51,53,44,81,78,64,76,72,48,62,38,76,68,75,64,74,58,86,79,66,91,64,60,20,78,46,68,76,52,24,22,9,9,8,6,8
